Player,Nation,Position,Age,Matches Played,Minutes,Goals,Assists,Penalty Goals Made,Yellow Cards,Red Cards,Progressive Carries,Progressive Passes,Goals Per 90,Assists Per 90,xG Per 90,xAG Per 90,High_Performer
Adrien Thomasson,FRA,MT,30,33,313.0,3,7,0,7,0,30,149,0.1,0.24,0.2,0.21,1
Facundo Medina,ARG,DF,25,29,313.0,0,1,0,15,1,46,174,0.0,0.04,0.06,0.07,0
Andy Diouf,FRA,MT,21,34,313.0,1,2,0,2,0,82,116,0.04,0.08,0.12,0.11,1
Jonathan Gradit,FRA,DF,31,25,313.0,0,0,0,4,0,18,127,0.0,0.0,0.03,0.03,0
Neil El Aynaoui,FRA,MT,23,24,313.0,8,1,3,4,0,11,75,0.45,0.06,0.23,0.11,1
M'Bala Nzola,ANG,AT,27,21,313.0,6,1,0,3,1,26,22,0.37,0.06,0.53,0.08,1
Przemysław Frankowski,POL,DF,29,18,313.0,4,2,2,3,0,33,117,0.26,0.13,0.15,0.16,1
Malang Sarr,FRA,DF,25,21,313.0,0,0,0,0,0,4,54,0.0,0.0,0.02,0.02,0
Brice Samba,FRA,GB,30,15,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Mathew Ryan,AUS,GB,32,14,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Kevin Danso,AUT,DF,25,12,313.0,0,0,0,3,0,9,52,0.0,0.0,0.04,0.09,0
Goduine Koyalipou,CTA,AT,24,15,885.0,4,0,0,0,0,15,20,0.41,0.0,0.49,0.08,1
Angelo Fulgini,FRA,"MT,AT",27,23,313.0,1,1,0,3,0,29,69,0.09,0.09,0.21,0.33,1
Abdukodir Khusanov,UZB,DF,20,13,975.0,0,0,0,2,1,2,43,0.0,0.0,0.02,0.03,0
Wesley Saïd,FRA,AT,29,24,905.0,3,0,0,4,0,16,24,0.3,0.0,0.32,0.1,1
Juma Bah,SLE,DF,18,10,686.0,0,0,0,2,0,3,9,0.0,0.0,0.01,0.02,0
Nampalys Mendy,SEN,MT,32,10,588.0,0,1,0,2,0,2,28,0.0,0.15,0.03,0.01,0
Hervé Koffi,BFA,GB,27,5,450.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
David Costa,POR,"MT,AT",23,11,352.0,0,0,0,0,1,14,24,0.0,0.0,0.31,0.1,0
Hamzat Ojediran,NGA,"MT,AT",20,17,416.0,1,0,0,5,0,4,22,0.22,0.0,0.12,0.09,1
Gabin Capuano,FRA,AT,18,1,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Kembo Diliwidi,FRA,DF,18,1,4.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Marco Bizot,NED,GB,33,32,313.0,0,0,0,4,0,0,1,0.0,0.0,0.0,0.0,0
Mahdi Camara,FRA,"MT,AT",26,34,313.0,5,3,0,5,0,58,111,0.17,0.1,0.14,0.07,1
Kenny Lala,MAD,DF,32,30,313.0,3,2,3,5,0,58,138,0.1,0.07,0.1,0.14,1
Ludovic Ajorque,FRA,AT,30,31,313.0,13,2,0,5,0,10,41,0.47,0.07,0.38,0.11,1
Brendan Chardonnet,FRA,DF,29,27,313.0,1,0,0,6,0,7,51,0.04,0.0,0.03,0.04,1
Hugo Magnetti,FRA,MT,26,32,313.0,1,0,0,5,0,21,80,0.04,0.0,0.03,0.02,1
Massadio Haïdara,MLI,DF,31,22,313.0,0,0,0,3,2,44,77,0.0,0.0,0.02,0.03,0
Abdoulaye Niakhate Ndiaye,SEN,DF,22,22,313.0,1,0,0,4,1,5,39,0.05,0.0,0.05,0.0,1
Pierre Lees-Melou,FRA,MT,31,20,313.0,2,2,0,7,0,23,105,0.12,0.12,0.07,0.16,1
Julien Le Cardinal,FRA,DF,26,16,313.0,0,1,0,3,0,7,39,0.0,0.07,0.03,0.02,0
Romain Del Castillo,FRA,AT,28,26,313.0,6,4,3,0,0,29,61,0.43,0.29,0.33,0.24,1
Kamory Doumbia,MLI,"MT,AT",21,30,313.0,3,2,0,1,0,17,72,0.2,0.14,0.19,0.08,1
Mama Samba Baldé,GNB,AT,28,27,313.0,2,3,0,4,0,35,22,0.16,0.23,0.24,0.17,1
Edimilson Fernandes,SUI,"MT,DF",28,19,313.0,0,1,0,1,0,7,40,0.0,0.08,0.03,0.05,0
Romain Faivre,FRA,"MT,AT",26,20,899.0,3,2,1,2,0,24,44,0.3,0.2,0.26,0.19,1
Jordan Amavi,FRA,DF,30,11,790.0,0,0,0,2,0,22,36,0.0,0.0,0.03,0.02,0
Luck Zogbé,CIV,DF,19,13,638.0,0,0,0,2,0,4,19,0.0,0.0,0.04,0.02,0
Jonas Martin,FRA,MT,34,17,496.0,1,0,0,2,0,8,21,0.18,0.0,0.07,0.06,1
Soumaïla Coulibaly,FRA,DF,20,7,438.0,0,0,0,1,0,1,16,0.0,0.0,0.03,0.02,0
Ibrahim Salah,MAR,AT,22,12,358.0,1,1,0,0,0,15,7,0.25,0.25,0.15,0.14,1
Grégoire Coudert,FRA,GB,25,2,180.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Justin Bourgault,FRA,DF,18,2,122.0,1,0,0,0,0,2,4,0.74,0.0,0.05,0.1,1
Jérémy Le Douaron,FRA,AT,26,2,102.0,0,0,0,0,0,1,1,0.0,0.0,0.14,0.0,0
Bradley Locko,FRA,DF,22,2,97.0,0,0,0,1,0,1,2,0.0,0.0,0.02,0.0,0
Axel Camblan,FRA,"MT,AT",20,2,26.0,0,0,0,0,0,2,2,0.0,0.0,0.17,0.0,0
Hianga Mananga Mbock,FRA,MT,24,1,21.0,0,0,0,0,0,0,0,0.0,0.0,0.07,0.0,0
Sérigné Diop,SEN,AT,19,2,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Cristian Cásseres Jr.,VEN,MT,24,32,313.0,1,3,0,11,0,31,128,0.03,0.1,0.03,0.09,1
Charlie Cresswell,ENG,DF,21,31,313.0,3,1,0,5,0,8,69,0.1,0.03,0.11,0.06,1
Guillaume Restes,FRA,GB,19,29,313.0,0,1,0,2,0,0,0,0.0,0.04,0.0,0.0,0
Mark McKenzie,USA,DF,25,30,313.0,1,1,0,1,1,10,97,0.04,0.04,0.05,0.02,1
Vincent Sierro,SUI,MT,28,29,313.0,5,1,2,4,0,15,147,0.19,0.04,0.16,0.14,1
Yann Gboho,FRA,"MT,AT",23,31,313.0,5,4,0,2,0,116,103,0.19,0.15,0.21,0.14,1
Djibril Sidibé,FRA,DF,32,28,313.0,0,3,0,1,0,16,121,0.0,0.13,0.02,0.13,0
Gabriel Suazo,CHI,DF,26,30,313.0,0,6,0,0,0,42,109,0.0,0.25,0.03,0.16,0
Zakaria Aboukhlal,MAR,"MT,AT",24,26,313.0,7,2,1,4,0,34,22,0.33,0.09,0.48,0.07,1
Shavy Babicka,GAB,"MT,AT",24,30,313.0,4,2,0,2,0,36,21,0.3,0.15,0.3,0.12,1
Rasmus Nicolaisen,DEN,DF,27,7,623.0,0,1,0,0,0,3,27,0.0,0.14,0.06,0.03,0
Ümit Akdag,ROU,DF,20,9,500.0,0,0,0,2,0,4,29,0.0,0.0,0.01,0.01,0
Kjetil Haug,NOR,GB,26,6,498.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Rafik Messali,FRA,DF,21,13,456.0,0,1,0,0,0,13,21,0.0,0.2,0.05,0.2,0
Denis Genreau,AUS,MT,25,8,222.0,0,0,0,0,0,9,13,0.0,0.0,0.12,0.19,0
Niklas Schmidt,GER,MT,26,9,205.0,0,1,0,0,0,2,23,0.0,0.44,0.03,0.31,0
Miha Zajc,SVN,MT,30,19,262.0,0,0,0,2,0,7,24,0.0,0.0,0.07,0.03,0
Noah Edjouma,FRA,"MT,AT",18,10,171.0,2,0,0,0,1,8,7,1.05,0.0,0.67,0.03,1
Logan Costa,CPV,DF,23,1,90.0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.5,0
Álex Domínguez,ESP,GB,26,1,19.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Edhy Zuliani,FRA,DF,19,1,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Naatan Skyttä,FIN,AT,22,1,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Donovan Léon,GUF,GB,31,32,313.0,0,2,0,4,0,0,1,0.0,0.06,0.0,0.01,0
Gaëtan Perrin,FRA,"MT,AT",28,34,313.0,10,11,0,2,0,83,142,0.33,0.37,0.2,0.26,1
Jubal,BRA,DF,30,30,313.0,6,0,3,7,0,1,33,0.2,0.0,0.18,0.03,1
Clément Akpa,CIV,DF,22,31,313.0,0,1,0,7,0,27,74,0.0,0.04,0.01,0.03,0
Elisha Owusu,GHA,MT,26,28,313.0,1,3,0,7,0,8,78,0.04,0.12,0.01,0.04,1
Gideon Mensah,GHA,DF,26,29,313.0,0,1,0,2,0,52,93,0.0,0.04,0.01,0.1,0
Ki-Jana Hoever,NED,DF,22,30,313.0,1,2,0,4,1,59,79,0.04,0.08,0.02,0.11,1
Hamed Junior Traorè,CIV,MT,24,26,313.0,10,2,0,5,0,66,99,0.43,0.09,0.34,0.12,1
Sinaly Diomande,CIV,DF,23,23,313.0,3,2,0,6,0,8,72,0.14,0.09,0.05,0.03,1
Gabriel Osho,NGA,DF,25,20,313.0,1,0,0,1,1,12,43,0.05,0.0,0.05,0.01,1
Kévin Danois,FRA,MT,20,22,313.0,0,0,0,1,0,19,95,0.0,0.0,0.09,0.13,0
Han-Noah Massengo,FRA,MT,23,17,313.0,0,0,0,5,0,13,28,0.0,0.0,0.03,0.03,0
Theo Bair,CAN,AT,24,29,939.0,2,1,0,1,0,15,16,0.19,0.1,0.29,0.11,1
Paul Joly,FRA,DF,24,26,313.0,0,1,0,3,1,28,51,0.0,0.09,0.05,0.12,0
Ado Onaiwu,JPN,"MT,AT",28,31,957.0,4,1,0,1,1,17,33,0.38,0.09,0.37,0.1,1
Rayan Raveloson,MAD,"MT,DF",27,13,724.0,1,0,0,3,0,5,31,0.12,0.0,0.1,0.02,1
Assane Dioussé,SEN,MT,26,17,663.0,0,0,0,1,0,1,33,0.0,0.0,0.01,0.03,0
Florian Ayé,FRA,AT,27,26,575.0,2,0,0,0,0,5,7,0.31,0.0,0.3,0.02,1
Fredrik Oppegard,NOR,DF,21,9,273.0,0,0,0,0,0,5,7,0.0,0.0,0.04,0.03,0
Théo De Percin,MTQ,GB,23,2,180.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Rudy Matondo,FRA,MT,16,5,66.0,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,0
Théo Pellenard,FRA,DF,30,2,45.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0
Aristide Zossou,CIV,MT,19,3,16.0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0
Eros Maddy,NED,DF,23,2,15.0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.52,0
Loïc N'Gatta,FRA,DF,20,2,13.0,0,0,0,1,0,2,1,0.0,0.0,0.0,0.0,0
Yoann Cissé,FRA,MT,19,2,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Ben Viadere,FRA,MT,18,1,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.85,0
Ludovic Blas,FRA,"MT,AT",26,29,313.0,6,8,0,6,0,83,116,0.24,0.31,0.2,0.18,1
Azor Matusiwa,NED,MT,26,29,313.0,1,3,0,3,0,19,134,0.04,0.13,0.05,0.08,1
Hans Hateboer,NED,DF,30,26,313.0,0,0,0,3,0,28,92,0.0,0.0,0.02,0.08,0
Brice Samba,FRA,GB,30,17,313.0,0,0,0,3,0,0,1,0.0,0.0,0.0,0.0,0
Steve Mandanda,FRA,GB,39,18,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0
Christopher Wooh,CMR,DF,22,20,313.0,0,0,0,6,1,14,59,0.0,0.0,0.08,0.0,0
Lilian Brassier,FRA,DF,24,14,313.0,1,1,0,1,0,21,75,0.07,0.07,0.11,0.02,1
Leo Skiri Østigård,NOR,DF,24,16,313.0,1,0,0,4,0,3,50,0.07,0.0,0.05,0.02,1
Jordan James,WAL,MT,20,23,313.0,0,1,0,4,0,21,67,0.0,0.08,0.07,0.15,0
Djaoui Cissé,FRA,MT,20,14,313.0,1,0,0,4,0,16,84,0.08,0.0,0.03,0.02,1
Amine Gouiri,ALG,"MT,AT",24,19,313.0,3,2,0,2,0,22,46,0.26,0.17,0.3,0.03,1
Anthony Rouault,FRA,DF,23,11,972.0,0,0,0,3,0,3,36,0.0,0.0,0.05,0.0,0
Jérémy Jacquet,FRA,DF,19,11,927.0,0,1,0,0,0,8,40,0.0,0.1,0.08,0.08,0
Alidu Seidu,GHA,DF,24,11,803.0,0,0,0,4,0,23,41,0.0,0.0,0.01,0.03,0
Seko Fofana,CIV,MT,29,16,844.0,1,1,0,3,0,32,72,0.11,0.11,0.19,0.13,1
Albert Grønbaek,DEN,"MT,AT",23,16,813.0,2,1,0,1,0,23,30,0.22,0.11,0.17,0.12,1
Glen Kamara,FIN,MT,28,13,662.0,0,1,0,0,0,5,34,0.0,0.14,0.02,0.02,0
Mikayil Ngor Faye,SEN,DF,20,11,688.0,0,0,0,1,1,12,35,0.0,0.0,0.05,0.0,0
Mohamed Meité,FRA,AT,16,12,544.0,2,0,0,0,0,8,6,0.33,0.0,0.41,0.1,1
Baptiste Santamaria,FRA,MT,29,10,482.0,0,1,0,1,0,3,28,0.0,0.19,0.02,0.05,0
Ismaël Koné,CAN,MT,22,13,469.0,2,1,0,1,0,16,30,0.38,0.19,0.03,0.25,1
Mahamadou Nagida,CMR,DF,19,12,430.0,2,0,0,1,0,22,15,0.42,0.0,0.31,0.07,1
Kazeem Olaigbe,BEL,"MT,AT",21,10,299.0,0,2,0,0,0,17,18,0.0,0.6,0.09,0.57,0
Carlos Gómez,COL,"MT,DF",21,17,381.0,3,0,0,1,0,9,9,0.71,0.0,0.31,0.06,1
Kyogo Furuhashi,JPN,AT,29,6,123.0,0,0,0,0,0,0,0,0.0,0.0,0.09,0.0,0
Benjamin Bourigeaud,FRA,MT,30,1,80.0,1,0,0,0,0,0,4,1.13,0.0,0.17,0.0,1
Henrik Meister,DEN,AT,20,4,63.0,1,0,0,0,0,2,1,1.43,0.0,0.09,0.37,1
Naouirou Ahamada,FRA,"MT,AT",22,3,58.0,0,0,0,0,0,2,1,0.0,0.0,0.03,0.0,0
Gauthier Gallon,FRA,GB,31,1,45.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Ayanda Sishuba,BEL,AT,19,1,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Matthis Abline,FRA,AT,21,34,313.0,9,2,1,3,0,75,48,0.29,0.07,0.28,0.12,1
Pedro Chirivella,ESP,MT,27,30,313.0,0,2,0,6,0,16,170,0.0,0.08,0.02,0.07,0
Douglas,BRA,MT,27,28,313.0,4,2,0,8,0,14,125,0.16,0.08,0.13,0.06,1
Kelvin Amian,FRA,DF,26,30,313.0,1,0,0,5,0,32,73,0.04,0.0,0.04,0.03,1
Johann Lepenant,FRA,MT,21,29,313.0,2,1,0,3,0,25,89,0.09,0.04,0.06,0.04,1
Nicolas Pallois,FRA,DF,36,26,313.0,0,2,0,9,0,6,52,0.0,0.09,0.02,0.02,0
Anthony Lopes,POR,GB,33,18,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Nathan Zeze,FRA,DF,19,18,313.0,0,0,0,6,0,2,46,0.0,0.0,0.02,0.0,0
Alban Lafont,FRA,GB,25,12,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Mostafa Mohamed,EGY,AT,26,30,313.0,5,0,0,3,0,11,20,0.36,0.0,0.4,0.03,1
Marcus Coco,FRA,DF,28,20,951.0,0,1,0,3,2,12,34,0.0,0.09,0.01,0.12,0
Saidou Sow,GUI,DF,22,9,799.0,1,0,0,1,0,2,15,0.11,0.0,0.07,0.05,1
Louis Leroux,FRA,"MT,DF",18,16,816.0,2,1,0,1,0,11,31,0.22,0.11,0.16,0.15,1
Jean-Kevin Duverne,HAI,DF,27,9,537.0,0,0,0,2,0,6,22,0.0,0.0,0.05,0.02,0
Tino Kadewere,ZIM,"MT,AT",28,12,512.0,1,2,0,1,0,5,19,0.18,0.35,0.3,0.17,1
Patrik Carlgren,SWE,GB,32,5,417.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Fabien Centonze,FRA,DF,28,7,265.0,0,0,0,0,0,10,15,0.0,0.0,0.0,0.05,0
Florent Mollet,FRA,"MT,AT",32,9,242.0,0,0,0,1,0,3,9,0.0,0.0,0.12,0.13,0
Francis Coquelin,FRA,MT,33,6,224.0,1,1,0,1,0,3,8,0.4,0.4,0.42,0.44,1
Jean-Philippe Gbamin,CIV,MT,28,14,216.0,0,0,0,1,0,2,12,0.0,0.0,0.22,0.0,0
Meschak Elia,COD,AT,26,8,170.0,1,0,0,0,0,9,5,0.53,0.0,0.59,0.1,1
Dehmaine Assoumani,FRA,"MT,AT",19,12,98.0,0,0,0,0,0,4,1,0.0,0.0,0.08,0.83,0
Sékou Doucoure,FRA,DF,19,2,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Jordan Lefort,FRA,DF,30,34,313.0,0,1,0,3,0,6,89,0.0,0.03,0.02,0.03,0
Yahia Fofana,CIV,GB,23,33,313.0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0
Himad Abdelli,ALG,"MT,AT",24,32,313.0,6,1,3,4,0,107,207,0.19,0.03,0.2,0.1,1
Florent Hanin,ALG,DF,34,33,313.0,1,2,0,2,0,48,99,0.03,0.07,0.03,0.06,1
Jean-Eudes Aholou,CIV,MT,30,26,313.0,2,0,0,7,0,15,68,0.09,0.0,0.08,0.05,1
Carlens Arcus,HAI,DF,28,28,313.0,0,1,0,3,0,39,70,0.0,0.04,0.0,0.06,0
Jim Allevinah,GAB,AT,29,28,313.0,1,3,0,3,0,57,48,0.05,0.15,0.22,0.13,1
Farid El Melali,ALG,AT,27,32,313.0,2,3,0,1,0,62,43,0.1,0.14,0.17,0.15,1
Haris Belkebla,ALG,MT,30,22,313.0,0,1,0,1,0,8,69,0.0,0.05,0.0,0.05,0
Esteban Lepaul,FRA,AT,24,28,313.0,9,0,0,2,0,26,20,0.5,0.0,0.28,0.05,1
Yassin Belkhdim,FRA,MT,22,29,313.0,1,1,0,4,0,17,37,0.06,0.06,0.05,0.04,1
Abdoulaye Bamba,CIV,DF,34,19,313.0,0,0,0,2,0,1,16,0.0,0.0,0.01,0.02,0
Emmanuel Biumla,FRA,DF,19,17,313.0,1,0,0,2,0,3,16,0.07,0.0,0.05,0.0,1
Ibrahima Niane,SEN,AT,25,24,943.0,3,1,1,0,0,19,9,0.29,0.1,0.55,0.1,1
Bamba Dieng,SEN,AT,24,18,532.0,3,0,1,1,0,6,7,0.51,0.0,0.53,0.01,1
Zinédine Ould Khaled,FRA,MT,24,10,343.0,0,0,0,1,0,2,11,0.0,0.0,0.01,0.0,0
Pierrick Capelle,FRA,MT,37,16,483.0,0,0,0,4,0,10,22,0.0,0.0,0.04,0.22,0
Sidiki Cherif,FRA,AT,17,7,324.0,0,0,0,0,0,8,3,0.0,0.0,0.2,0.05,0
Marius Courcoul,FRA,"MT,DF",17,8,309.0,0,0,0,0,0,5,7,0.0,0.0,0.03,0.01,0
Cédric Hountondji,BEN,DF,30,3,270.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Ousmane Camara,FRA,DF,21,3,252.0,0,0,0,1,0,0,3,0.0,0.0,0.03,0.01,0
Melvin Zinga,FRA,GB,22,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Enzo Caumont,FRA,MT,20,2,34.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Prosper Peter,NGA,"MT,AT",16,2,27.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lois Diony,FRA,AT,31,1,21.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lanroy Machine,FRA,AT,18,2,8.0,0,0,0,0,0,0,0,0.0,0.0,0.62,0.0,0
Gautier Lloris,FRA,DF,29,31,313.0,2,1,0,5,0,13,99,0.07,0.03,0.04,0.03,1
Abdoulaye Touré,GUI,MT,30,28,313.0,10,1,8,5,0,17,109,0.39,0.04,0.37,0.02,1
Etienne Youte Kinkoue,FRA,DF,22,28,313.0,0,0,0,4,1,12,63,0.0,0.0,0.05,0.01,0
Yassine Kechta,MAR,"MT,AT",22,31,313.0,2,0,0,4,0,44,97,0.09,0.0,0.11,0.05,1
Arthur Desmas,FRA,GB,30,18,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Mathieu Gorgelin,FRA,GB,33,16,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Arouna Sangante,SEN,DF,22,16,313.0,3,0,0,4,1,11,48,0.22,0.0,0.07,0.01,1
André Ayew,GHA,AT,34,27,313.0,4,1,0,2,0,5,18,0.25,0.06,0.27,0.02,1
Timothee Pembele,FRA,DF,21,20,313.0,1,0,0,3,0,27,43,0.08,0.0,0.1,0.01,1
Oussama Targhalline,MAR,MT,22,14,990.0,0,0,0,0,0,25,66,0.0,0.0,0.01,0.06,0
Rassoul Ndiaye,SEN,MT,22,27,313.0,1,0,0,2,0,6,46,0.08,0.0,0.15,0.05,1
Junior Mwanga,FRA,MT,21,11,952.0,1,2,0,1,1,15,42,0.09,0.19,0.12,0.1,1
Koka,EGY,AT,31,16,851.0,3,1,1,2,0,0,12,0.32,0.11,0.52,0.07,1
Antoine Joujou,FRA,"MT,AT",21,26,943.0,0,2,0,1,0,44,18,0.0,0.19,0.06,0.29,0
Yoann Salmier,GUF,DF,31,13,797.0,0,0,0,3,0,7,24,0.0,0.0,0.1,0.02,0
Mahamadou Diawara,FRA,MT,19,15,582.0,0,1,0,0,0,9,16,0.0,0.15,0.06,0.06,0
Daler Kuzyaev,RUS,MT,31,12,567.0,1,0,0,1,0,4,32,0.16,0.0,0.03,0.09,1
Steve Ngoura,FRA,AT,19,8,289.0,0,0,0,0,0,3,8,0.0,0.0,0.4,0.14,0
Samuel Grandsir,FRA,"MT,AT",27,6,84.0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.67,0
Elysée Logbo,FRA,AT,20,1,27.0,0,0,0,0,0,0,0,0.0,0.0,0.61,0.0,0
Mathéo Bodmer,FRA,MT,20,1,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Kandet Diawara,GUI,AT,24,1,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Alois Confais,FRA,MT,27,1,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Yehvann Diouf,SEN,GB,24,34,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Valentin Atangana Edoa,FRA,MT,18,34,313.0,1,0,0,7,0,41,93,0.03,0.0,0.08,0.03,1
Sergio Akieme,ESP,DF,26,30,313.0,2,3,0,5,0,55,86,0.07,0.11,0.05,0.09,1
Cédric Kipré,CIV,DF,27,28,313.0,0,1,0,4,2,16,77,0.0,0.04,0.03,0.06,0
Aurélio Buta,POR,DF,27,27,313.0,0,1,0,5,0,28,83,0.0,0.05,0.01,0.04,0
Joseph Okumu,KEN,DF,27,22,313.0,1,0,0,5,1,18,116,0.05,0.0,0.05,0.01,1
Oumar Diakité,CIV,AT,20,26,313.0,4,1,0,6,0,24,44,0.22,0.06,0.3,0.06,1
Marshall Munetsi,ZIM,MT,28,19,313.0,4,2,0,5,0,8,26,0.21,0.11,0.21,0.11,1
Amadou Koné,MLI,MT,19,24,313.0,0,0,0,3,1,19,68,0.0,0.0,0.04,0.02,0
Emmanuel Agbadou,CIV,DF,27,14,313.0,0,0,0,3,0,10,77,0.0,0.0,0.04,0.02,0
Hiroki Sekine,JPN,DF,21,15,887.0,0,0,0,1,0,22,39,0.0,0.0,0.01,0.02,0
Teddy Teuma,MLT,MT,30,17,750.0,1,0,1,1,0,9,47,0.12,0.0,0.17,0.13,1
Yaya Kader Fofana,MLI,"MT,AT",20,12,634.0,1,1,0,4,0,19,22,0.14,0.14,0.09,0.24,1
Jordan Pefok,USA,AT,28,7,380.0,1,0,0,0,0,3,4,0.24,0.0,0.21,0.17,1
John Joe,IRL,MT,20,13,545.0,0,0,0,0,0,6,14,0.0,0.0,0.03,0.0,0
Hafiz Ibrahim,NGA,AT,18,11,391.0,0,1,0,2,1,6,2,0.0,0.23,0.12,0.14,0
Amine Salama,FRA,AT,24,17,373.0,0,0,0,0,0,12,9,0.0,0.0,0.17,0.08,0
Thibault De Smet,BEL,DF,26,5,192.0,0,0,0,0,0,1,9,0.0,0.0,0.07,0.0,0
Ange Martial Tia,MLI,"MT,DF",17,6,171.0,0,0,0,0,0,2,8,0.0,0.0,0.68,0.01,0
Malcolm Jeng,SWE,DF,19,3,107.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0
Abdoul Koné,FRA,DF,19,4,133.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0
Gabriel Moscardo,BRA,"MT,DF",18,6,84.0,0,0,0,1,0,1,3,0.0,0.0,0.22,0.0,0
Reda Khadra,GER,"MT,AT",23,4,78.0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.03,0
Martin Adeline,FRA,MT,20,1,26.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0
Mohamed Daramy,DEN,AT,22,2,16.0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.32,0
Mohamed Bamba,CIV,MT,19,2,10.0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0
Ike Orazi,IRL,MT,17,1,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0
Gautier Larsonneur,FRA,GB,27,34,313.0,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0
Léo Pétrot,FRA,DF,27,31,313.0,0,3,0,4,0,28,93,0.0,0.1,0.02,0.06,0
Pierre Ekwah Elimby,FRA,MT,22,29,313.0,1,0,0,3,0,20,146,0.03,0.0,0.03,0.04,1
Mickael Nade,FRA,DF,25,26,313.0,1,2,0,1,0,17,72,0.04,0.08,0.03,0.02,1
Lucas Stassin,BEL,AT,19,28,313.0,12,4,0,4,0,26,35,0.57,0.19,0.35,0.17,1
Dennis Appiah,FRA,DF,32,29,313.0,0,1,0,2,0,51,108,0.0,0.04,0.01,0.09,0
Dylan Batubinsika,COD,DF,28,25,313.0,1,0,0,3,1,11,51,0.04,0.0,0.04,0.01,1
Benjamin Bouchouari,MAR,MT,22,25,313.0,1,0,0,6,0,48,133,0.05,0.0,0.03,0.05,1
Florian Tardieu,FRA,MT,32,24,313.0,2,4,0,0,0,11,139,0.14,0.29,0.05,0.1,1
Irvin Cardona,FRA,AT,26,15,313.0,5,3,0,2,0,30,32,0.42,0.25,0.41,0.13,1
Aimen Moueffek,FRA,MT,23,22,313.0,0,1,0,2,0,20,43,0.0,0.09,0.09,0.1,0
Louis Mouton,FRA,MT,22,24,313.0,0,1,0,2,0,18,54,0.0,0.09,0.11,0.11,0
Yunis Abdelhamid,MAR,DF,36,16,313.0,0,0,0,2,0,4,22,0.0,0.0,0.02,0.01,0
Yvann Macon,FRA,DF,25,12,790.0,0,0,0,4,0,25,46,0.0,0.0,0.04,0.03,0
Mathis Amougou,FRA,MT,18,17,859.0,0,0,0,2,0,8,36,0.0,0.0,0.05,0.04,0
Maxime Bernauer,FRA,DF,26,11,763.0,0,0,0,4,1,7,41,0.0,0.0,0.01,0.0,0
